TANAMAN,JENIS,KODE PROVINSI (BPS),PROVINSI,TAHUN,LUAS PANEN (HA),PRODUKSI (KWINTAL),PRODUKTIVITAS
Cabai Keriting,Sayuran,52,NUSA TENGGARA BARAT,2022,450.25,60223.54, 133.76 
Cabai Keriting,Sayuran,53,NUSA TENGGARA TIMUR,2022,430.29,21679.46, 50.38 
Cabai Keriting,Sayuran,61,KALIMANTAN BARAT,2022,224.5,8259.6, 36.79 
Cabai Keriting,Sayuran,62,KALIMANTAN TENGAH,2022,46.34,3528.26, 76.14 
Cabai Keriting,Sayuran,63,KALIMANTAN SELATAN,2022,282.62,22829.36, 80.78 
Cabai Keriting,Sayuran,64,KALIMANTAN TIMUR,2022,480.48,36497.59, 75.96 
Cabai Keriting,Sayuran,65,KALIMANTAN UTARA,2022,55.77,8114.23, 145.49 
Cabai Keriting,Sayuran,71,SULAWESI UTARA,2022,775.36,70569.64, 91.02 
Cabai Keriting,Sayuran,72,SULAWESI TENGAH,2022,837.29,47166.73, 56.33 
Cabai Keriting,Sayuran,73,SULAWESI SELATAN,2022,566.35,32743.12, 57.81 
Cabai Keriting,Sayuran,74,SULAWESI TENGGARA,2022,289.54,10658.81, 36.81 
Cabai Keriting,Sayuran,75,GORONTALO,2022,17.5,445.5, 25.46 
Cabai Keriting,Sayuran,76,SULAWESI BARAT,2022,230.65,10840.2, 47.00 
Cabai Keriting,Sayuran,81,MALUKU,2022,369.68,23471.07, 63.49 
Cabai Keriting,Sayuran,82,MALUKU UTARA,2022,982.81,37084.41, 37.73 
Cabai Keriting,Sayuran,91,PAPUA BARAT,2022,91.06,4973.62, 54.62 
Cabai Keriting,Sayuran,94,PAPUA,2022,6.5,439.5, 67.62 
Cabai Rawit,Sayuran,11,ACEH,2022,4639.07,653082.11, 140.78 
Cabai Rawit,Sayuran,12,SUMATERA UTARA,2022,6484.23,870121.66, 134.19 
Cabai Rawit,Sayuran,13,SUMATERA BARAT,2022,3248.34,266557.8, 82.06 
Cabai Rawit,Sayuran,14,RIAU,2022,1188.04,74287.58, 62.53 
Cabai Rawit,Sayuran,15,JAMBI,2022,1668.35,124288.69, 74.50 
Cabai Rawit,Sayuran,16,SUMATERA SELATAN,2022,1763.68,94606.48, 53.64 
Cabai Rawit,Sayuran,17,BENGKULU,2022,3048.02,214266.2, 70.30 
Cabai Rawit,Sayuran,18,LAMPUNG,2022,2008.92,111933.53, 55.72 
Cabai Rawit,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,528.53,37098.22, 70.19 
Cabai Rawit,Sayuran,21,KEPULAUAN RIAU,2022,222.39,17728.84, 79.72 
Cabai Rawit,Sayuran,31,DKI JAKARTA,2022,0.12,0.61999998, 5.17 
Cabai Rawit,Sayuran,32,JAWA BARAT,2022,11446.51,1490531.5, 130.22 
Cabai Rawit,Sayuran,33,JAWA TENGAH,2022,24456.17,2423031.8, 99.08 
Cabai Rawit,Sayuran,34,DI YOGYAKARTA,2022,2086.2,151976.95, 72.85 
Cabai Rawit,Sayuran,35,JAWA TIMUR,2022,80607.41,6467402.1, 80.23 
Cabai Rawit,Sayuran,36,BANTEN,2022,515.07,39097.61, 75.91 
Cabai Rawit,Sayuran,51,BALI,2022,3559.04,283181.69, 79.57 
Cabai Rawit,Sayuran,52,NUSA TENGGARA BARAT,2022,6495.28,500783.69, 77.10 
Cabai Rawit,Sayuran,53,NUSA TENGGARA TIMUR,2022,3026.92,198812.2, 65.68 
Cabai Rawit,Sayuran,61,KALIMANTAN BARAT,2022,2308.82,61926.3, 26.82 
Cabai Rawit,Sayuran,62,KALIMANTAN TENGAH,2022,848.72,54190.72, 63.85 
Cabai Rawit,Sayuran,63,KALIMANTAN SELATAN,2022,2111.42,117636.31, 55.71 
Cabai Rawit,Sayuran,64,KALIMANTAN TIMUR,2022,1216,77778.59, 63.96 
Cabai Rawit,Sayuran,65,KALIMANTAN UTARA,2022,468.95,58750.69, 125.28 
Cabai Rawit,Sayuran,71,SULAWESI UTARA,2022,4443.49,190062.21, 42.77 
Cabai Rawit,Sayuran,72,SULAWESI TENGAH,2022,3763.97,253886.97, 67.45 
Cabai Rawit,Sayuran,73,SULAWESI SELATAN,2022,5265.12,237614.4, 45.13 
Cabai Rawit,Sayuran,74,SULAWESI TENGGARA,2022,1420.12,39145.17, 27.56 
Cabai Rawit,Sayuran,75,GORONTALO,2022,2689.35,148054.75, 55.05 
Cabai Rawit,Sayuran,76,SULAWESI BARAT,2022,4654.75,34958.7, 7.51 
Cabai Rawit,Sayuran,81,MALUKU,2022,820.29,38465.42, 46.89 
Cabai Rawit,Sayuran,82,MALUKU UTARA,2022,1045,28729.24, 27.49 
Cabai Rawit,Sayuran,91,PAPUA BARAT,2022,675.04,41065.04, 60.83 
Cabai Rawit,Sayuran,94,PAPUA,2022,544.09,43354.92, 79.68 
Jamur Lainnya,Sayuran,11,ACEH,2022,12,9, 0.75 
Jamur Lainnya,Sayuran,12,SUMATERA UTARA,2022,0,0, -   
Jamur Lainnya,Sayuran,13,SUMATERA BARAT,2022,0,0, -   
Jamur Lainnya,Sayuran,14,RIAU,2022,650,730, 1.12 
Jamur Lainnya,Sayuran,15,JAMBI,2022,0,0, -   
Jamur Lainnya,Sayuran,16,SUMATERA SELATAN,2022,4.5,3.9, 0.87 
Jamur Lainnya,Sayuran,17,BENGKULU,2022,1,1, 1.00 
Jamur Lainnya,Sayuran,18,LAMPUNG,2022,1278,85.72, 0.07 
Jamur Lainnya,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,0,0, -   
Jamur Lainnya,Sayuran,21,KEPULAUAN RIAU,2022,0,0, -   
Jamur Lainnya,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Jamur Lainnya,Sayuran,32,JAWA BARAT,2022,3076,1854.38, 0.60 
Jamur Lainnya,Sayuran,33,JAWA TENGAH,2022,13416,4522.41, 0.34 
Jamur Lainnya,Sayuran,34,DI YOGYAKARTA,2022,7254,1708.49, 0.24 
Jamur Lainnya,Sayuran,35,JAWA TIMUR,2022,151042,12233.94, 0.08 
Jamur Lainnya,Sayuran,36,BANTEN,2022,0,0, -   
Jamur Lainnya,Sayuran,51,BALI,2022,0,0, -   
Jamur Lainnya,Sayuran,52,NUSA TENGGARA BARAT,2022,0.5,0.5, 1.00 
Jamur Lainnya,Sayuran,53,NUSA TENGGARA TIMUR,2022,1,1, 1.00 
Jamur Lainnya,Sayuran,61,KALIMANTAN BARAT,2022,0,0, -   
Jamur Lainnya,Sayuran,62,KALIMANTAN TENGAH,2022,39,14.6, 0.37 
Jamur Lainnya,Sayuran,63,KALIMANTAN SELATAN,2022,0,0, -   
Jamur Lainnya,Sayuran,64,KALIMANTAN TIMUR,2022,0,0, -   
Jamur Lainnya,Sayuran,65,KALIMANTAN UTARA,2022,0,0, -   
Jamur Lainnya,Sayuran,71,SULAWESI UTARA,2022,0,0, -   
Jamur Lainnya,Sayuran,72,SULAWESI TENGAH,2022,18.75,20, 1.07 
Jamur Lainnya,Sayuran,73,SULAWESI SELATAN,2022,0,0, -   
Jamur Lainnya,Sayuran,74,SULAWESI TENGGARA,2022,0,0, -   
Jamur Lainnya,Sayuran,75,GORONTALO,2022,0,0, -   
Jamur Lainnya,Sayuran,76,SULAWESI BARAT,2022,0,0, -   
Jamur Lainnya,Sayuran,81,MALUKU,2022,0,0, -   
Jamur Lainnya,Sayuran,82,MALUKU UTARA,2022,0,0, -   
Jamur Lainnya,Sayuran,91,PAPUA BARAT,2022,0,0, -   
Jamur Lainnya,Sayuran,94,PAPUA,2022,0,0, -   
Jamur Merang,Sayuran,11,ACEH,2022,278.5,91, 0.33 
Jamur Merang,Sayuran,12,SUMATERA UTARA,2022,0,0, -   
Jamur Merang,Sayuran,13,SUMATERA BARAT,2022,0,0, -   
Jamur Merang,Sayuran,14,RIAU,2022,0.43000001,0.13, 0.30 
Jamur Merang,Sayuran,15,JAMBI,2022,0,0, -   
Jamur Merang,Sayuran,16,SUMATERA SELATAN,2022,200,200, 1.00 
Jamur Merang,Sayuran,17,BENGKULU,2022,0,0, -   
Jamur Merang,Sayuran,18,LAMPUNG,2022,7799,3738.1, 0.48 
Jamur Merang,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,0,0, -   
Jamur Merang,Sayuran,21,KEPULAUAN RIAU,2022,0,0, -   
Jamur Merang,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Jamur Merang,Sayuran,32,JAWA BARAT,2022,916365.5,53408.71, 0.06 
Jamur Merang,Sayuran,33,JAWA TENGAH,2022,6088,1160.52, 0.19 
Jamur Merang,Sayuran,34,DI YOGYAKARTA,2022,12250,1782.1, 0.15 
Jamur Merang,Sayuran,35,JAWA TIMUR,2022,32994,22213.42, 0.67 
Jamur Merang,Sayuran,36,BANTEN,2022,0,0, -   
Jamur Merang,Sayuran,51,BALI,2022,0,0, -   
Jamur Merang,Sayuran,52,NUSA TENGGARA BARAT,2022,4,6, 1.50 
Jamur Merang,Sayuran,53,NUSA TENGGARA TIMUR,2022,0,0, -   
Jamur Merang,Sayuran,61,KALIMANTAN BARAT,2022,30,9, 0.30 
Jamur Merang,Sayuran,62,KALIMANTAN TENGAH,2022,0,0, -   
Jamur Merang,Sayuran,63,KALIMANTAN SELATAN,2022,0,0, -   
Jamur Merang,Sayuran,64,KALIMANTAN TIMUR,2022,0,0, -   
Jamur Merang,Sayuran,65,KALIMANTAN UTARA,2022,0,0, -   
Jamur Merang,Sayuran,71,SULAWESI UTARA,2022,0,0, -   
Jamur Merang,Sayuran,72,SULAWESI TENGAH,2022,0,0, -   
Jamur Merang,Sayuran,73,SULAWESI SELATAN,2022,0,0, -   
Jamur Merang,Sayuran,74,SULAWESI TENGGARA,2022,0.1,0.1, 1.00 
Jamur Merang,Sayuran,75,GORONTALO,2022,0,0, -   
Jamur Merang,Sayuran,76,SULAWESI BARAT,2022,0,0, -   
Jamur Merang,Sayuran,81,MALUKU,2022,0,0, -   
Jamur Merang,Sayuran,82,MALUKU UTARA,2022,0,0, -   
Jamur Merang,Sayuran,91,PAPUA BARAT,2022,0,0, -   
Jamur Merang,Sayuran,94,PAPUA,2022,0,0, -   
Jamur Tiram,Sayuran,11,ACEH,2022,77,54.8, 0.71 
Jamur Tiram,Sayuran,12,SUMATERA UTARA,2022,3146.12,2347.59, 0.75 
Jamur Tiram,Sayuran,13,SUMATERA BARAT,2022,1887.4,533.6, 0.28 
Jamur Tiram,Sayuran,14,RIAU,2022,9093.9,1892.97, 0.21 
Jamur Tiram,Sayuran,15,JAMBI,2022,5996.01,910.01, 0.15 
Jamur Tiram,Sayuran,16,SUMATERA SELATAN,2022,25002.21,1643.52, 0.07 
Jamur Tiram,Sayuran,17,BENGKULU,2022,29581.75,41247.88, 1.39 
Jamur Tiram,Sayuran,18,LAMPUNG,2022,30842,12196.55, 0.40 
Jamur Tiram,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,993.05,162.66, 0.16 
Jamur Tiram,Sayuran,21,KEPULAUAN RIAU,2022,1485,1363.59, 0.92 
Jamur Tiram,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Jamur Tiram,Sayuran,32,JAWA BARAT,2022,904800.51,146530.33, 0.16 
Jamur Tiram,Sayuran,33,JAWA TENGAH,2022,351229.93,109103.14, 0.31 
Jamur Tiram,Sayuran,34,DI YOGYAKARTA,2022,23136.57,8498.15, 0.37 
Jamur Tiram,Sayuran,35,JAWA TIMUR,2022,475739.8,140044.37, 0.29 
Jamur Tiram,Sayuran,36,BANTEN,2022,19210.88,2940.59, 0.15 
Jamur Tiram,Sayuran,51,BALI,2022,5893.75,4210.61, 0.71 
Jamur Tiram,Sayuran,52,NUSA TENGGARA BARAT,2022,30915,31977.5, 1.03 
Jamur Tiram,Sayuran,53,NUSA TENGGARA TIMUR,2022,3,1.8, 0.60 
Jamur Tiram,Sayuran,61,KALIMANTAN BARAT,2022,348.02,181.52, 0.52 
Jamur Tiram,Sayuran,62,KALIMANTAN TENGAH,2022,8223.5,2131.37, 0.26 
Jamur Tiram,Sayuran,63,KALIMANTAN SELATAN,2022,6872.9,3502.4, 0.51 
Jamur Tiram,Sayuran,64,KALIMANTAN TIMUR,2022,6847.5,1670.45, 0.24 
Jamur Tiram,Sayuran,65,KALIMANTAN UTARA,2022,102.2,8.3100001, 0.08 
Jamur Tiram,Sayuran,71,SULAWESI UTARA,2022,0,0, -   
Jamur Tiram,Sayuran,72,SULAWESI TENGAH,2022,37,63, 1.70 
Jamur Tiram,Sayuran,73,SULAWESI SELATAN,2022,5578.09,14389.88, 2.58 
Jamur Tiram,Sayuran,74,SULAWESI TENGGARA,2022,610.75,136.6, 0.22 
Jamur Tiram,Sayuran,75,GORONTALO,2022,0,0, -   
Jamur Tiram,Sayuran,76,SULAWESI BARAT,2022,0,0, -   
Jamur Tiram,Sayuran,81,MALUKU,2022,0,0, -   
Jamur Tiram,Sayuran,82,MALUKU UTARA,2022,0,0, -   
Jamur Tiram,Sayuran,91,PAPUA BARAT,2022,8,15.1, 1.89 
Jamur Tiram,Sayuran,94,PAPUA,2022,0,0, -   
Kacang Panjang,Sayuran,11,ACEH,2022,1565.38,121890, 77.87 
Kacang Panjang,Sayuran,12,SUMATERA UTARA,2022,2583.05,263325.86, 101.94 
Kacang Panjang,Sayuran,13,SUMATERA BARAT,2022,1641.47,154328.04, 94.02 
Kacang Panjang,Sayuran,14,RIAU,2022,1515.45,89616.82, 59.14 
Kacang Panjang,Sayuran,15,JAMBI,2022,1455.46,81692.75, 56.13 
Kacang Panjang,Sayuran,16,SUMATERA SELATAN,2022,1952.85,98871.74, 50.63 
Kacang Panjang,Sayuran,17,BENGKULU,2022,2053.1,83757.1, 40.80 
Kacang Panjang,Sayuran,18,LAMPUNG,2022,2140.85,135276.9, 63.19 
Kacang Panjang,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,313.03,28271.58, 90.32 
Kacang Panjang,Sayuran,21,KEPULAUAN RIAU,2022,285.19,46855.55, 164.30 
Kacang Panjang,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Kacang Panjang,Sayuran,32,JAWA BARAT,2022,5756.77,816614.2, 141.85 
Kacang Panjang,Sayuran,33,JAWA TENGAH,2022,3015.54,237566.84, 78.78 
Kacang Panjang,Sayuran,34,DI YOGYAKARTA,2022,302.83,28889.47, 95.40 
Kacang Panjang,Sayuran,35,JAWA TIMUR,2022,3327.35,349415.8, 105.01 
Kacang Panjang,Sayuran,36,BANTEN,2022,1183.81,153834.85, 129.95 
Kacang Panjang,Sayuran,51,BALI,2022,374.35,47238.87, 126.19 
Kacang Panjang,Sayuran,52,NUSA TENGGARA BARAT,2022,618.98,117003.24, 189.03 
Kacang Panjang,Sayuran,53,NUSA TENGGARA TIMUR,2022,832.15,63421.14, 76.21 
Kacang Panjang,Sayuran,61,KALIMANTAN BARAT,2022,2245.16,73571.59, 32.77 
Kacang Panjang,Sayuran,62,KALIMANTAN TENGAH,2022,852.77,43643.81, 51.18 
Kacang Panjang,Sayuran,63,KALIMANTAN SELATAN,2022,901.6,43168.37, 47.88 
Kacang Panjang,Sayuran,64,KALIMANTAN TIMUR,2022,950.74,94756.38, 99.67 
Kacang Panjang,Sayuran,65,KALIMANTAN UTARA,2022,245.65,28734.95, 116.98 
Kacang Panjang,Sayuran,71,SULAWESI UTARA,2022,523.6,20149.67, 38.48 
Kacang Panjang,Sayuran,72,SULAWESI TENGAH,2022,919.68,27125.03, 29.49 
Kacang Panjang,Sayuran,73,SULAWESI SELATAN,2022,1694.49,104367.99, 61.59 
Kacang Panjang,Sayuran,74,SULAWESI TENGGARA,2022,1418.99,38210.93, 26.93 
Kacang Panjang,Sayuran,75,GORONTALO,2022,65,4321, 66.48 
Kacang Panjang,Sayuran,76,SULAWESI BARAT,2022,4875.14,23911.2, 4.90 
Kacang Panjang,Sayuran,81,MALUKU,2022,556.35,31722.18, 57.02 
Kacang Panjang,Sayuran,82,MALUKU UTARA,2022,595.71,38997.41, 65.46 
Kacang Panjang,Sayuran,91,PAPUA BARAT,2022,429.54,76272.62, 177.57 
Kacang Panjang,Sayuran,94,PAPUA,2022,427.35,41890.94, 98.02 
Kangkung,Sayuran,11,ACEH,2022,1570.13,74814.3, 47.65 
Kangkung,Sayuran,12,SUMATERA UTARA,2022,2669.18,230024.85, 86.18 
Kangkung,Sayuran,13,SUMATERA BARAT,2022,1736.07,102363.05, 58.96 
Kangkung,Sayuran,14,RIAU,2022,2699.19,124982.29, 46.30 
Kangkung,Sayuran,15,JAMBI,2022,1546.51,53155.09, 34.37 
Kangkung,Sayuran,16,SUMATERA SELATAN,2022,2124.15,78731.55, 37.06 
Kangkung,Sayuran,17,BENGKULU,2022,1191.51,33242.32, 27.90 
Kangkung,Sayuran,18,LAMPUNG,2022,3004.99,133643.55, 44.47 
Kangkung,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,364.57,17745.03, 48.67 
Kangkung,Sayuran,21,KEPULAUAN RIAU,2022,576.53,37949.53, 65.82 
Kangkung,Sayuran,31,DKI JAKARTA,2022,581,47267.88, 81.36 
Kangkung,Sayuran,32,JAWA BARAT,2022,6842.24,595997.17, 87.11 
Kangkung,Sayuran,33,JAWA TENGAH,2022,2936.7,316740.76, 107.86 
Kangkung,Sayuran,34,DI YOGYAKARTA,2022,549.24,41118.93, 74.87 
Kangkung,Sayuran,35,JAWA TIMUR,2022,8305.16,382230.11, 46.02 
Kangkung,Sayuran,36,BANTEN,2022,1932.46,92172.99, 47.70 
Kangkung,Sayuran,51,BALI,2022,380.65,52576.87, 138.12 
Kangkung,Sayuran,52,NUSA TENGGARA BARAT,2022,400.61,75512.69, 188.49 
Kangkung,Sayuran,53,NUSA TENGGARA TIMUR,2022,1669.7,148241.06, 88.78 
Kangkung,Sayuran,61,KALIMANTAN BARAT,2022,1946.16,52324.91, 26.89 
Kangkung,Sayuran,62,KALIMANTAN TENGAH,2022,710.5,20886.17, 29.40 
Kangkung,Sayuran,63,KALIMANTAN SELATAN,2022,666.74,14363.96, 21.54 
Kangkung,Sayuran,64,KALIMANTAN TIMUR,2022,1229.68,110258.48, 89.66 
Kangkung,Sayuran,65,KALIMANTAN UTARA,2022,470.7,35285.4, 74.96 
Kangkung,Sayuran,71,SULAWESI UTARA,2022,645.32,40330.21, 62.50 
Kangkung,Sayuran,72,SULAWESI TENGAH,2022,849.58,23639.34, 27.82 
Kangkung,Sayuran,73,SULAWESI SELATAN,2022,3003.84,110856.28, 36.90 
Kangkung,Sayuran,74,SULAWESI TENGGARA,2022,1822.16,43148.77, 23.68 
Kangkung,Sayuran,75,GORONTALO,2022,144,2157.45, 14.98 
Kangkung,Sayuran,76,SULAWESI BARAT,2022,5168.59,18859.5, 3.65 
Kangkung,Sayuran,81,MALUKU,2022,869.53,43424.43, 49.94 
Kangkung,Sayuran,82,MALUKU UTARA,2022,551.56,21009.63, 38.09 
Kangkung,Sayuran,91,PAPUA BARAT,2022,857.24,60643.15, 70.74 
Kangkung,Sayuran,94,PAPUA,2022,975.11,60462.42, 62.01 
Kembang Kol,Sayuran,11,ACEH,2022,148.5,6303, 42.44 
Kembang Kol,Sayuran,12,SUMATERA UTARA,2022,3073.43,573404.2, 186.57 
Kembang Kol,Sayuran,13,SUMATERA BARAT,2022,1307.25,113858.5, 87.10 
Kembang Kol,Sayuran,14,RIAU,2022,1.39,130.96, 94.22 
Kembang Kol,Sayuran,15,JAMBI,2022,302,43960, 145.56 
Kembang Kol,Sayuran,16,SUMATERA SELATAN,2022,75.25,5488, 72.93 
Kembang Kol,Sayuran,17,BENGKULU,2022,897,132635, 147.87 
Kembang Kol,Sayuran,18,LAMPUNG,2022,71.1,4615.5, 64.92 
Kembang Kol,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,0,0, -   
Kembang Kol,Sayuran,21,KEPULAUAN RIAU,2022,0,0, -   
Kembang Kol,Sayuran,31,DKI JAKARTA,2022,1.5,52.5, 35.00 
Kembang Kol,Sayuran,32,JAWA BARAT,2022,2534.25,356999.7, 140.87 
Kembang Kol,Sayuran,33,JAWA TENGAH,2022,3697.98,373536.4, 101.01 
Kembang Kol,Sayuran,34,DI YOGYAKARTA,2022,19.64,1486.94, 75.71 
Kembang Kol,Sayuran,35,JAWA TIMUR,2022,1660.09,212653.22, 128.10 
Kembang Kol,Sayuran,36,BANTEN,2022,1,70, 70.00 
Kembang Kol,Sayuran,51,BALI,2022,223,16068, 72.05 
Kembang Kol,Sayuran,52,NUSA TENGGARA BARAT,2022,190.86,19321.7, 101.23 
Kembang Kol,Sayuran,53,NUSA TENGGARA TIMUR,2022,193.47,9625.55, 49.75 
Kembang Kol,Sayuran,61,KALIMANTAN BARAT,2022,4.1,102, 24.88 
Kembang Kol,Sayuran,62,KALIMANTAN TENGAH,2022,10.8,1009.75, 93.50 
Kembang Kol,Sayuran,63,KALIMANTAN SELATAN,2022,12.5,701.2, 56.10 
Kembang Kol,Sayuran,64,KALIMANTAN TIMUR,2022,34.62,1245.35, 35.97 
Kembang Kol,Sayuran,65,KALIMANTAN UTARA,2022,0.50000001,2.1, 4.20 
Kembang Kol,Sayuran,71,SULAWESI UTARA,2022,94.55,9881.05, 104.51 
Kembang Kol,Sayuran,72,SULAWESI TENGAH,2022,94.54,5059, 53.51 
Kembang Kol,Sayuran,73,SULAWESI SELATAN,2022,194.75,27932.3, 143.43 
Kembang Kol,Sayuran,74,SULAWESI TENGGARA,2022,7.35,155.4, 21.14 
Kembang Kol,Sayuran,75,GORONTALO,2022,0,0, -   
Kembang Kol,Sayuran,76,SULAWESI BARAT,2022,0,0, -   
Kembang Kol,Sayuran,81,MALUKU,2022,22.18,709.59, 31.99 
Kembang Kol,Sayuran,82,MALUKU UTARA,2022,188.51,1895.03, 10.05 
Kembang Kol,Sayuran,91,PAPUA BARAT,2022,17.85,1643.5, 92.07 
Kembang Kol,Sayuran,94,PAPUA,2022,19.75,665.94, 33.72 
Kentang,Sayuran,11,ACEH,2022,1407.1,142944, 101.59 
Kentang,Sayuran,12,SUMATERA UTARA,2022,7293.85,1488724.5, 204.11 
Kentang,Sayuran,13,SUMATERA BARAT,2022,1292.25,239735.75, 185.52 
Kentang,Sayuran,14,RIAU,2022,0,0, -   
Kentang,Sayuran,15,JAMBI,2022,9319,1847206.2, 198.22 
Kentang,Sayuran,16,SUMATERA SELATAN,2022,36.5,5653, 154.88 
Kentang,Sayuran,17,BENGKULU,2022,271,39027, 144.01 
Kentang,Sayuran,18,LAMPUNG,2022,42,1947, 46.36 
Kentang,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,0,0, -   
Kentang,Sayuran,21,KEPULAUAN RIAU,2022,0,0, -   
Kentang,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Kentang,Sayuran,32,JAWA BARAT,2022,12244.5,2720738, 222.20 
Kentang,Sayuran,33,JAWA TENGAH,2022,16541,2787167.5, 168.50 
Kentang,Sayuran,34,DI YOGYAKARTA,2022,0,0, -   
Kentang,Sayuran,35,JAWA TIMUR,2022,15027.71,3851237.7, 256.28 
Kentang,Sayuran,36,BANTEN,2022,1,52, 52.00 
Kentang,Sayuran,51,BALI,2022,4,664, 166.00 
Kentang,Sayuran,52,NUSA TENGGARA BARAT,2022,235,28770, 122.43 
Kentang,Sayuran,53,NUSA TENGGARA TIMUR,2022,70.85,3335, 47.07 
Kentang,Sayuran,61,KALIMANTAN BARAT,2022,0,0, -   
Kentang,Sayuran,62,KALIMANTAN TENGAH,2022,0,0, -   
Kentang,Sayuran,63,KALIMANTAN SELATAN,2022,0,0, -   
Kentang,Sayuran,64,KALIMANTAN TIMUR,2022,0,0, -   
Kentang,Sayuran,65,KALIMANTAN UTARA,2022,0,0, -   
Kentang,Sayuran,71,SULAWESI UTARA,2022,7743.1,951391, 122.87 
Kentang,Sayuran,72,SULAWESI TENGAH,2022,50.85,4258, 83.74 
Kentang,Sayuran,73,SULAWESI SELATAN,2022,5100.5,926133.48, 181.58 
Kentang,Sayuran,74,SULAWESI TENGGARA,2022,0,0, -   
Kentang,Sayuran,75,GORONTALO,2022,0,0, -   
Kentang,Sayuran,76,SULAWESI BARAT,2022,7,700, 100.00 
Kentang,Sayuran,81,MALUKU,2022,3,9, 3.00 
Kentang,Sayuran,82,MALUKU UTARA,2022,0,0, -   
Kentang,Sayuran,91,PAPUA BARAT,2022,36.85,287.43, 7.80 
Kentang,Sayuran,94,PAPUA,2022,1,2, 2.00 
Kubis,Sayuran,11,ACEH,2022,314,62940, 200.45 
Kubis,Sayuran,12,SUMATERA UTARA,2022,8367.14,2366111, 282.79 
Kubis,Sayuran,13,SUMATERA BARAT,2022,5199.93,1639819.8, 315.35 
Kubis,Sayuran,14,RIAU,2022,0.03,10.6, 353.33 
Kubis,Sayuran,15,JAMBI,2022,3284,843194, 256.76 
Kubis,Sayuran,16,SUMATERA SELATAN,2022,222,38419, 173.06 
Kubis,Sayuran,17,BENGKULU,2022,2151.75,774139, 359.77 
Kubis,Sayuran,18,LAMPUNG,2022,513.5,68231, 132.87 
Kubis,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,0,0, -   
Kubis,Sayuran,21,KEPULAUAN RIAU,2022,0.15000001,25, 166.67 
Kubis,Sayuran,31,DKI JAKARTA,2022,2,60, 30.00 
Kubis,Sayuran,32,JAWA BARAT,2022,10886.6,2363680.4, 217.12 
Kubis,Sayuran,33,JAWA TENGAH,2022,13253.05,2245449.1, 169.43 
Kubis,Sayuran,34,DI YOGYAKARTA,2022,0,0, -   
Kubis,Sayuran,35,JAWA TIMUR,2022,10342.57,2104540.8, 203.48 
Kubis,Sayuran,36,BANTEN,2022,7.1,230, 32.39 
Kubis,Sayuran,51,BALI,2022,1210.65,337297.1, 278.61 
Kubis,Sayuran,52,NUSA TENGGARA BARAT,2022,594.62,97912.01, 164.66 
Kubis,Sayuran,53,NUSA TENGGARA TIMUR,2022,362.84,30090.32, 82.93 
Kubis,Sayuran,61,KALIMANTAN BARAT,2022,0,0, -   
Kubis,Sayuran,62,KALIMANTAN TENGAH,2022,2.3,212, 92.17 
Kubis,Sayuran,63,KALIMANTAN SELATAN,2022,0,0, -   
Kubis,Sayuran,64,KALIMANTAN TIMUR,2022,3,22.5, 7.50 
Kubis,Sayuran,65,KALIMANTAN UTARA,2022,0,0, -   
Kubis,Sayuran,71,SULAWESI UTARA,2022,4003.2,1072763.5, 267.98 
Kubis,Sayuran,72,SULAWESI TENGAH,2022,1973.17,270252.75, 136.96 
Kubis,Sayuran,73,SULAWESI SELATAN,2022,5354,685216.64, 127.98 
Kubis,Sayuran,74,SULAWESI TENGGARA,2022,77.07,3647.76, 47.33 
Kubis,Sayuran,75,GORONTALO,2022,0,0, -   
Kubis,Sayuran,76,SULAWESI BARAT,2022,10,94, 9.40 
Kubis,Sayuran,81,MALUKU,2022,126.96,7266.75, 57.24 
Kubis,Sayuran,82,MALUKU UTARA,2022,160.67,1277.27, 7.95 
Kubis,Sayuran,91,PAPUA BARAT,2022,192.16,4297.96, 22.37 
Kubis,Sayuran,94,PAPUA,2022,281.68,20776.13, 73.76 
Labu Siam,Sayuran,11,ACEH,2022,64.5,15693, 243.30 
Labu Siam,Sayuran,12,SUMATERA UTARA,2022,536.07,163213.5, 304.46 
Labu Siam,Sayuran,13,SUMATERA BARAT,2022,471.11,217176.13, 460.99 
Labu Siam,Sayuran,14,RIAU,2022,30.5,4261.35, 139.72 
Labu Siam,Sayuran,15,JAMBI,2022,107.5,131402.5," 1,222.35 "
Labu Siam,Sayuran,16,SUMATERA SELATAN,2022,158.5,32325, 203.94 
Labu Siam,Sayuran,17,BENGKULU,2022,403,171410, 425.33 
Labu Siam,Sayuran,18,LAMPUNG,2022,194.05,35073.7, 180.75 
